,x,y
0,0.0,248.91710880430603
1,0.5025125628140703,277.56560089744727
2,1.0050251256281406,305.3915195904259
3,1.507537688442211,332.10928130597216
4,2.0100502512562812,357.4424536244233
5,2.5125628140703515,381.1276800868406
6,3.015075376884422,402.91843298615623
7,3.517587939698492,422.5885411992115
8,4.0201005025125625,439.93544325860677
9,4.522613065326633,454.7831197110874
10,5.025125628140703,466.98466330458024
11,5.527638190954773,476.42445062569936
12,6.030150753768844,483.01988440201507
13,6.532663316582914,486.72268170992214
14,7.035175879396984,487.5196897046599
15,7.537688442211055,485.4332171241867
16,8.040201005025125,480.52087661973263
17,8.542713567839195,472.8749398372058
18,9.045226130653266,462.6212140184268
19,9.547738693467336,449.9174556130403
20,10.050251256281406,434.95134289623724
21,10.552763819095476,417.93803578253187
22,11.055276381909547,399.1173568245234
23,11.557788944723617,378.7506327061953
24,12.060301507537687,357.11724030792396
25,12.562814070351758,334.5109055678676
26,13.065326633165828,311.23580683337195
27,13.567839195979898,287.6025371376305
28,14.070351758793969,263.92398181247086
29,14.572864321608039,240.51116902999289
30,15.07537688442211,217.66915123724263
31,15.57788944723618,195.69297500394015
32,16.08040201005025,174.86379554977356
33,16.58291457286432,155.44519017259358
34,17.08542713567839,137.6797219908208
35,17.587939698492463,121.78580188207721
36,18.09045226130653,107.95489229522832
37,18.5929648241206,96.34909179391906
38,19.09547738693467,87.09913382419754
39,19.597989949748744,80.30282736252272
40,20.100502512562812,76.0239608755835
41,20.60301507537688,74.29168449758973
42,21.105527638190953,75.10037859596852
43,21.608040201005025,78.4100100475743
44,22.110552763819094,84.14697068107594
45,22.613065326633162,92.20538555384297
46,23.115577889447234,102.44887211900769
47,23.618090452261306,114.71272499358884
48,24.120603015075375,128.80649505097873
49,24.623115577889443,144.51692601505763
50,25.125628140703515,161.61120670681595
51,25.628140703517587,179.84049265842768
52,26.130653266331656,198.9436470266929
53,26.633165829145725,218.65114766092265
54,27.135678391959797,238.68910485300208
55,27.63819095477387,258.7833327522888
56,28.140703517587937,278.66341668693235
57,28.643216080402006,298.0667187065372
58,29.145728643216078,316.7422645477796
59,29.64824120603015,334.45445691211097
60,30.15075376884422,350.98656240921906
61,30.653266331658287,366.1439227267336
62,31.15577889447236,379.7568444905366
63,31.65829145728643,391.6831268259509
64,32.1608040201005,401.81019075394016
65,32.66331658291457,410.0567801860599
66,33.16582914572864,416.37421033789417
67,33.66834170854271,420.7471457777528
68,34.17085427135678,423.1938969753323
69,34.67336683417085,423.7662310201633
70,35.175879396984925,422.5486990460797
71,35.678391959798994,419.65748972887485
72,36.18090452261306,415.23882492348525
73,36.68341708542713,409.46691998005605
74,37.1859296482412,402.5415374338533
75,37.688442211055275,394.6851685154424
76,38.19095477386934,386.13988219379803
77,38.69346733668341,377.1638861717811
78,39.19597989949749,368.02784833441893
79,39.698492462311556,359.01103054806634
80,40.201005025125625,350.3972893749383
81,40.70351758793969,342.4710001650773
82,41.20603015075376,335.5129620897546
83,41.70854271356784,329.79634197107146
84,42.211055276381906,325.5827142379622
85,42.713567839195974,323.1182530062529
86,43.21608040201005,322.6301301586539
87,43.71859296482412,324.3231704193737
88,44.22110552763819,328.3768108180144
89,44.723618090452256,334.94240766920734
